587069.287353,4141577.22403
587069.284899,4141577.2247
587069.282448,4141577.22537
587069.275105,4141577.2274
587069.27022,4141577.22876
587069.267781,4141577.22944
587069.265351,4141577.23012
587069.262923,4141577.2308
587069.260498,4141577.23148
587069.258075,4141577.23216
587069.255658,4141577.23284
587069.253243,4141577.23352
587069.250833,4141577.2342
587069.248425,4141577.23487
587069.24602,4141577.23555
587069.243617,4141577.23622
587069.241221,4141577.2369
587069.238824,4141577.23757
587069.236431,4141577.23824
587069.234039,4141577.23891
587069.23165,4141577.23958
587069.229263,4141577.24024
587069.226877,4141577.24091
587069.2245,4141577.24158
587069.222137,4141577.24224
587069.219802,4141577.24289
587069.217513,4141577.24353
587069.215278,4141577.24416
587069.2131,4141577.24476
587069.210971,4141577.24535
587069.208897,4141577.24592
587069.204862,4141577.24702
587069.202911,4141577.24756
587069.201012,4141577.24808
587069.19917,4141577.2486
587069.197387,4141577.2491
587069.19566,4141577.24959
587069.193982,4141577.25008
587069.192356,4141577.25056
587069.189257,4141577.2515
587069.187779,4141577.25195
587069.186302,4141577.25234
587069.184857,4141577.25269
587069.183464,4141577.25303
587069.182129,4141577.25337
587069.180847,4141577.25368
587069.179618,4141577.25398
587069.17844,4141577.25426
587069.177314,4141577.25452
587069.176241,4141577.25476
587069.17522,4141577.25499
587069.174246,4141577.2552
587069.173316,4141577.25539
587069.172429,4141577.25557
587069.171582,4141577.25573
587069.170771,4141577.25589
587069.169998,4141577.25603
587069.168548,4141577.25629
587069.16786,4141577.25641
587069.167185,4141577.25653
587069.166521,4141577.25665
587069.163816,4141577.25716
587069.163094,4141577.25731
587069.162349,4141577.25747
587069.161569,4141577.25764
587069.160749,4141577.25782
587069.159879,4141577.25802
587069.158963,4141577.25823
587069.158002,4141577.25845
587069.156993,4141577.25869
587069.155922,4141577.25895
587069.154788,4141577.25922
587069.153591,4141577.25951
587069.152338,4141577.25981
587069.151015,4141577.26013
587069.149616,4141577.26047
587069.148142,4141577.26083
587069.146592,4141577.2612
587069.144962,4141577.2616
587069.143253,4141577.26201
587069.141458,4141577.26245
587069.139581,4141577.26291
587069.137614,4141577.26339
587069.135555,4141577.2639
587069.133405,4141577.26443
587069.131153,4141577.26499
587069.128804,4141577.26557
587069.126354,4141577.26619
587069.123797,4141577.26683
587069.121152,4141577.26751
587069.118401,4141577.26821
587069.115517,4141577.26896
587069.112517,4141577.26973
587069.109394,4141577.27054
587069.106159,4141577.27139
587069.102808,4141577.27228
587069.099335,4141577.2732
